Date,January,February,March,April,May,June,July,August,September,October,November,December,Year
5,356991.0,406903.0,301370.0,394661.0,394425.0,193495.0,441873.0,466542.0,424210.0,458117.0,339572.0,485088.0,2016
6,357782.0,291465.0,190498.0,400857.0,420236.0,389459.0,249855.0,328202.0,444466.0,468482.0,200637.0,493099.0,2016
7,355968.0,183088.0,384557.0,388218.0,294061.0,403554.0,428288.0,203436.0,445159.0,483472.0,455238.0,508567.0,2016
8,250252.0,218942.0,342136.0,398057.0,170339.0,383005.0,386683.0,409099.0,440048.0,337928.0,463715.0,486696.0,2016
9,278926.0,392505.0,389206.0,237089.0,161052.0,404338.0,290336.0,402838.0,463573.0,211198.0,469172.0,515771.0,2016
10,183690.0,399745.0,389354.0,175943.0,374424.0,414666.0,187887.0,424622.0,332245.0,438462.0,471604.0,392152.0,2016
11,372256.0,389185.0,399480.0,384306.0,391344.0,297265.0,428799.0,444905.0,200122.0,460639.0,496324.0,266120.0,2016
12,359348.0,415029.0,294897.0,388821.0,385737.0,146053.0,443090.0,489220.0,233509.0,459153.0,359853.0,487610.0,2016
13,371954.0,322023.0,186279.0,400078.0,410718.0,381437.0,439422.0,279402.0,458609.0,453937.0,220047.0,489536.0,2016
14,366434.0,213227.0,380630.0,388969.0,288421.0,392281.0,436653.0,183926.0,452108.0,475814.0,461158.0,506997.0,2016
15,411914.0,376111.0,397862.0,409691.0,188778.0,404476.0,478213.0,417717.0,463144.0,362292.0,474751.0,516034.0,2016
16,306195.0,397111.0,397101.0,296564.0,401837.0,406741.0,331282.0,445300.0,477379.0,195067.0,495249.0,517929.0,2016
17,180675.0,398764.0,390747.0,191777.0,401794.0,434524.0,210090.0,462193.0,342286.0,448539.0,480499.0,402277.0,2016
18,376502.0,392740.0,408243.0,391490.0,411296.0,301410.0,436932.0,453956.0,213603.0,459283.0,509492.0,284947.0,2016
19,379350.0,404834.0,308072.0,393872.0,393434.0,191823.0,433887.0,444700.0,433039.0,461554.0,373245.0,488215.0,2016
20,394242.0,301007.0,188577.0,399823.0,410566.0,400141.0,441606.0,333199.0,443279.0,416088.0,233748.0,500957.0,2016
21,382111.0,187156.0,386902.0,384977.0,288155.0,406391.0,438916.0,206223.0,450067.0,481133.0,468172.0,496431.0,2016
22,415819.0,390725.0,391872.0,404823.0,187568.0,402317.0,457209.0,447373.0,441738.0,335893.0,483052.0,471977.0,2016
23,287154.0,396731.0,384578.0,285274.0,391446.0,402879.0,318468.0,461035.0,486306.0,223322.0,478460.0,497503.0,2016
24,185961.0,416189.0,0.0,179517.0,397630.0,420372.0,172988.0,455884.0,334315.0,459192.0,470338.0,228117.0,2016
25,381331.0,268466.0,0.0,355396.0,400427.0,299201.0,410913.0,464152.0,212089.0,447625.0,491579.0,188392.0,2016
26,382840.0,418778.0,0.0,386664.0,393107.0,185939.0,439390.0,489526.0,443915.0,478202.0,351424.0,211432.0,2016
27,383176.0,300969.0,0.0,391543.0,410809.0,402188.0,439470.0,328767.0,459312.0,471978.0,231406.0,421753.0,2016
28,381679.0,190484.0,367847.0,383857.0,287378.0,408429.0,435809.0,203636.0,443027.0,501738.0,474675.0,404719.0,2016
29,414993.0,403844.0,383334.0,416818.0,174136.0,416872.0,465735.0,238270.0,445239.0,344947.0,507515.0,419003.0,2016
30,293663.0,0.0,387214.0,296564.0,339777.0,416918.0,334465.0,459101.0,494874.0,206342.0,324483.0,204312.0,2016
31,193130.0,0.0,376544.0,0.0,390135.0,0.0,206226.0,460355.0,0.0,203723.0,0.0,163211.0,2016
1,138750.0,485427.0,489077.0,332832.0,195791.0,448030.0,332461.0,463091.0,294000.0,220356.0,167686.0,439523.0,2017
2,222873.0,468509.0,472200.0,212348.0,473437.0,448342.0,198889.0,455875.0,307246.0,445302.0,388745.0,327882.0,2017
3,426830.0,498423.0,495795.0,466570.0,464252.0,319851.0,444243.0,453245.0,208622.0,471614.0,444534.0,221102.0,2017
4,449262.0,346690.0,339299.0,474597.0,451045.0,203962.0,439154.0,485522.0,453604.0,458431.0,295975.0,409139.0,2017
5,449942.0,219420.0,217812.0,464527.0,473341.0,418844.0,419372.0,336825.0,453490.0,453412.0,203288.0,426704.0,2017
6,482890.0,459807.0,464195.0,463079.0,323952.0,436858.0,445384.0,215488.0,466761.0,484426.0,413970.0,432760.0,2017
7,335994.0,477206.0,469424.0,486196.0,204620.0,440963.0,471978.0,453685.0,453315.0,332093.0,412858.0,422914.0,2017
8,216028.0,480857.0,401483.0,331921.0,446327.0,434518.0,323369.0,460001.0,475805.0,212333.0,422280.0,423450.0,2017
9,457510.0,470387.0,467557.0,200787.0,448228.0,461448.0,200270.0,448387.0,330810.0,446079.0,434577.0,334032.0,2017
10,479170.0,506001.0,493372.0,454702.0,456347.0,299614.0,446581.0,452139.0,209481.0,451128.0,450403.0,232140.0,2017
11,472940.0,346100.0,339727.0,438782.0,449562.0,184322.0,445701.0,464401.0,422675.0,463378.0,398352.0,418702.0,2017
12,463778.0,218714.0,212367.0,438434.0,428218.0,166761.0,438925.0,332299.0,320817.0,452212.0,241987.0,412501.0,2017
13,494674.0,457275.0,460081.0,0.0,320168.0,430962.0,447837.0,207177.0,442829.0,496565.0,256978.0,413376.0,2017
14,359510.0,490069.0,448674.0,0.0,209180.0,412679.0,467372.0,422198.0,459428.0,346798.0,246691.0,404239.0,2017
15,222502.0,485139.0,482597.0,0.0,437639.0,373269.0,344748.0,446053.0,488994.0,235412.0,260624.0,428193.0,2017
16,462491.0,482906.0,476809.0,0.0,439776.0,427105.0,214152.0,464924.0,353738.0,370938.0,420014.0,345032.0,2017
17,474930.0,499895.0,495170.0,421071.0,435471.0,315318.0,445251.0,462274.0,221528.0,406960.0,410099.0,251476.0,2017
18,477499.0,346049.0,349437.0,434269.0,431585.0,195561.0,456549.0,489083.0,452925.0,476653.0,318006.0,407248.0,2017
19,472483.0,219185.0,214284.0,443554.0,448596.0,429650.0,452330.0,326517.0,469231.0,458919.0,208344.0,424305.0,2017
20,503866.0,460751.0,458978.0,447011.0,310355.0,432309.0,448097.0,209102.0,482067.0,486911.0,419139.0,399563.0,2017
21,347243.0,470942.0,467114.0,468488.0,206388.0,442754.0,472392.0,238436.0,407536.0,351141.0,428945.0,413230.0,2017
22,211832.0,472047.0,470153.0,320421.0,427110.0,434125.0,320196.0,445185.0,488265.0,226039.0,412164.0,409328.0,2017
23,459597.0,482074.0,455263.0,200380.0,434009.0,451617.0,202741.0,460511.0,345773.0,422489.0,399299.0,294178.0,2017
24,471940.0,494724.0,477572.0,440843.0,433362.0,315946.0,414207.0,454621.0,216450.0,461593.0,411389.0,168115.0,2017
25,479236.0,310472.0,319158.0,458453.0,430390.0,195079.0,457537.0,488772.0,446827.0,470648.0,318909.0,168867.0,2017
26,473598.0,211068.0,210415.0,477057.0,450992.0,224529.0,443473.0,322255.0,470055.0,458881.0,208992.0,293603.0,2017
27,495835.0,413960.0,449836.0,470757.0,309006.0,454243.0,386416.0,205020.0,464067.0,477885.0,396791.0,365046.0,2017
28,293863.0,468312.0,460296.0,257014.0,203325.0,443227.0,442653.0,240657.0,464091.0,346082.0,416324.0,353016.0,2017
29,213581.0,0.0,462173.0,289738.0,415739.0,425794.0,319246.0,459712.0,492629.0,215818.0,429502.0,360139.0,2017
30,452037.0,0.0,452511.0,194336.0,441712.0,484431.0,209312.0,463505.0,354940.0,441913.0,275372.0,163012.0,2017
31,480188.0,0.0,484973.0,0.0,452536.0,0.0,461666.0,485754.0,0.0,235169.0,0.0,120496.0,2017
1,125183.0,316834.0,264315.0,0.0,165902.0,340948.0,170558.0,356668.0,267081.0,324616.0,145398.0,254674.0,2018
2,282285.0,288312.0,262612.0,281148.0,341388.0,240366.0,329118.0,351937.0,173212.0,336517.0,158433.0,190313.0,2018
3,374098.0,250047.0,221963.0,295179.0,326335.0,166651.0,336517.0,381091.0,338009.0,331484.0,188588.0,346303.0,2018
4,372161.0,170298.0,152621.0,306807.0,338150.0,305728.0,338992.0,269340.0,347934.0,328882.0,157032.0,341978.0,2018
5,383480.0,296325.0,267883.0,311649.0,238633.0,324857.0,332750.0,175514.0,352103.0,348685.0,340725.0,357779.0,2018
6,281703.0,274579.0,277142.0,334979.0,163613.0,326661.0,358948.0,351714.0,343550.0,249485.0,341817.0,351077.0,2018
7,184403.0,291410.0,280827.0,232037.0,319401.0,314565.0,258277.0,360459.0,354043.0,166756.0,345872.0,375465.0,2018
8,388239.0,278018.0,236059.0,148732.0,326163.0,343598.0,162698.0,350545.0,261143.0,332521.0,338590.0,264317.0,2018
9,376148.0,281767.0,300456.0,166413.0,325028.0,205458.0,322099.0,350536.0,171106.0,335308.0,358526.0,202046.0,2018
10,382905.0,238085.0,232476.0,343272.0,324494.0,132899.0,338780.0,372905.0,331121.0,341801.0,269380.0,345736.0,2018
11,351702.0,161138.0,153266.0,340300.0,340791.0,290348.0,345645.0,252948.0,334306.0,322867.0,183626.0,356152.0,2018
12,390325.0,258894.0,274978.0,333036.0,241420.0,125837.0,343341.0,137485.0,339293.0,348242.0,338890.0,356887.0,2018
13,290610.0,263463.0,285452.0,349417.0,152129.0,328075.0,371579.0,297881.0,331400.0,262340.0,343012.0,356239.0,2018
14,185061.0,286020.0,285294.0,252923.0,156065.0,328679.0,272030.0,349936.0,311489.0,172360.0,342900.0,379375.0,2018
15,371362.0,263219.0,291586.0,166727.0,326353.0,204363.0,174941.0,361475.0,138129.0,324553.0,352399.0,299523.0,2018
16,380158.0,200977.0,307048.0,333203.0,332758.0,222420.0,340469.0,344316.0,166381.0,340951.0,370386.0,228756.0,2018
17,379409.0,213528.0,235260.0,333617.0,325066.0,157175.0,310205.0,359363.0,348787.0,343705.0,281006.0,364618.0,2018
18,373531.0,153752.0,165187.0,330682.0,344775.0,337817.0,295185.0,269318.0,359052.0,333496.0,190018.0,371288.0,2018
19,383361.0,207364.0,282353.0,322547.0,243245.0,340950.0,358701.0,175820.0,351876.0,353552.0,346018.0,375155.0,2018
20,283040.0,220008.0,297100.0,353067.0,165053.0,344175.0,356344.0,326741.0,351851.0,265140.0,337012.0,368791.0,2018
21,180945.0,243552.0,295358.0,244392.0,319580.0,353944.0,254888.0,206947.0,362786.0,176051.0,346695.0,377857.0,2018
22,345471.0,247875.0,294399.0,159914.0,316326.0,360120.0,143043.0,341452.0,272442.0,329981.0,343085.0,277514.0,2018
23,340644.0,273989.0,316571.0,304804.0,325908.0,254039.0,320785.0,347724.0,176767.0,335266.0,356726.0,171259.0,2018
24,305429.0,226598.0,238109.0,322022.0,316307.0,162415.0,360105.0,365545.0,324680.0,339485.0,271811.0,148147.0,2018
25,340665.0,156548.0,155085.0,331258.0,333782.0,339238.0,363114.0,257954.0,346201.0,340624.0,184107.0,153336.0,2018
26,325002.0,259675.0,298330.0,328821.0,235551.0,337760.0,346949.0,166616.0,320769.0,360942.0,337587.0,265205.0,2018
27,255644.0,256036.0,292349.0,345471.0,157206.0,354458.0,372266.0,186248.0,337750.0,260968.0,346409.0,311219.0,2018
28,173497.0,261894.0,0.0,251069.0,299390.0,336195.0,265374.0,356488.0,360637.0,177581.0,353672.0,302540.0,2018
29,321922.0,0.0,0.0,158663.0,316058.0,364735.0,177070.0,340357.0,271424.0,332545.0,370518.0,204080.0,2018
30,318820.0,0.0,0.0,321175.0,328211.0,273779.0,352465.0,341067.0,183709.0,315067.0,239603.0,114811.0,2018
31,320570.0,0.0,0.0,0.0,326990.0,0.0,361583.0,360248.0,0.0,343210.0,0.0,111907.0,2018
1,111068.0,359139.0,344595.0,312273.0,179852.0,236296.0,293810.0,306695.0,154963.0,298967.0,120589.0,173668.0,2019
2,249746.0,254091.0,246793.0,318687.0,309544.0,157902.0,298088.0,307618.0,297647.0,265854.0,126849.0,290841.0,2019
3,310851.0,164619.0,162143.0,314793.0,301404.0,297212.0,310956.0,194238.0,305080.0,292894.0,140046.0,214625.0,2019
4,327192.0,327504.0,308569.0,313836.0,215341.0,309649.0,299556.0,155000.0,313031.0,296384.0,256229.0,292011.0,2019
5,231877.0,200176.0,313578.0,319103.0,148061.0,186552.0,313818.0,307570.0,307951.0,227615.0,297968.0,312400.0,2019
6,165444.0,347071.0,321143.0,231289.0,294133.0,312446.0,233049.0,318886.0,153734.0,150720.0,308170.0,318421.0,2019
7,336026.0,328685.0,319898.0,151766.0,305497.0,308471.0,154263.0,334685.0,223307.0,284946.0,297810.0,254040.0,2019
8,344015.0,327935.0,282228.0,308782.0,311447.0,217381.0,294594.0,310282.0,151892.0,302859.0,318621.0,182872.0,2019
9,340780.0,230664.0,243795.0,181928.0,303219.0,144077.0,305705.0,296752.0,300285.0,299621.0,240027.0,295756.0,2019
10,338626.0,148894.0,159153.0,332582.0,321759.0,292405.0,311647.0,231004.0,312705.0,300080.0,160160.0,324601.0,2019
11,354904.0,317925.0,317039.0,323627.0,225103.0,312036.0,300488.0,155344.0,310513.0,311919.0,297287.0,335793.0,2019
12,251190.0,324692.0,323472.0,331452.0,135306.0,132076.0,339552.0,172250.0,297615.0,247126.0,306754.0,319452.0,2019
13,158942.0,331095.0,324548.0,236988.0,137498.0,305284.0,238533.0,327766.0,300211.0,157908.0,304517.0,330312.0,2019
14,335880.0,320603.0,321585.0,150578.0,290707.0,310846.0,155887.0,320495.0,236501.0,293514.0,298560.0,278589.0,2019
15,347984.0,344353.0,342896.0,0.0,315236.0,226654.0,307450.0,313943.0,156526.0,273984.0,327332.0,209327.0,2019
16,351658.0,252317.0,250587.0,0.0,300837.0,148909.0,313816.0,333715.0,297940.0,310060.0,254811.0,325754.0,2019
17,344527.0,164483.0,166531.0,0.0,321470.0,302141.0,295276.0,236058.0,295882.0,304638.0,172002.0,325690.0,2019
18,346141.0,332137.0,308599.0,0.0,232637.0,304405.0,298954.0,153346.0,304484.0,315648.0,302442.0,332068.0,2019
19,255269.0,332733.0,317935.0,0.0,155092.0,296652.0,330952.0,287558.0,305252.0,243503.0,300382.0,313798.0,2019
20,161318.0,332454.0,323967.0,0.0,299119.0,277412.0,237811.0,311217.0,313491.0,164969.0,302011.0,333354.0,2019
21,331577.0,333527.0,319858.0,0.0,309004.0,314557.0,151003.0,183370.0,234724.0,297122.0,298105.0,250531.0,2019
22,340469.0,355222.0,340401.0,204573.0,311936.0,224299.0,297822.0,317248.0,155207.0,301111.0,327166.0,183813.0,2019
23,345315.0,250690.0,237544.0,251140.0,306552.0,147354.0,316257.0,318894.0,299837.0,300620.0,246582.0,290016.0,2019
24,339794.0,156007.0,157471.0,306386.0,315436.0,291353.0,317499.0,217621.0,305136.0,291065.0,163431.0,141835.0,2019
25,359447.0,179516.0,318014.0,302949.0,237738.0,307696.0,314026.0,144779.0,312418.0,317412.0,300281.0,126234.0,2019
26,253395.0,340749.0,324457.0,312989.0,157485.0,300758.0,317648.0,165598.0,308938.0,247951.0,309838.0,241800.0,2019
27,167825.0,337858.0,321629.0,226229.0,300754.0,307394.0,228857.0,297966.0,320218.0,161168.0,312079.0,273252.0,2019
28,328527.0,340331.0,321048.0,148353.0,310992.0,318298.0,150538.0,301743.0,239676.0,293734.0,307015.0,197909.0,2019
29,345535.0,0.0,331141.0,302530.0,314310.0,233340.0,303537.0,305536.0,162733.0,300287.0,326865.0,143031.0,2019
30,340859.0,0.0,243238.0,324140.0,310935.0,153298.0,308707.0,313447.0,270617.0,307754.0,214160.0,108784.0,2019
31,348137.0,0.0,164974.0,0.0,327724.0,0.0,312708.0,238154.0,0.0,282978.0,0.0,98049.0,2019
1,95691.0,206931.0,142363.0,0.0,0.0,25221.0,65604.0,48294.0,62168.0,69278.0,13403.0,119037.0,2020
2,226990.0,136948.0,293487.0,0.0,0.0,26020.0,65564.0,38925.0,59512.0,66390.0,51663.0,119162.0,2020
3,261975.0,287576.0,290180.0,0.0,0.0,29524.0,69930.0,69287.0,57646.0,65056.0,104346.0,116719.0,2020
4,187850.0,292511.0,290262.0,0.0,0.0,30894.0,0.0,0.0,61486.0,54928.0,99409.0,121741.0,2020
5,142809.0,288941.0,287456.0,0.0,0.0,34823.0,0.0,0.0,51881.0,72654.0,97712.0,102043.0,2020
6,298765.0,285751.0,303699.0,0.0,0.0,28039.0,50467.0,0.0,40784.0,70802.0,104135.0,79307.0,2020
7,301008.0,308740.0,207172.0,0.0,0.0,22473.0,0.0,0.0,63562.0,69117.0,87007.0,128368.0,2020
8,302455.0,212096.0,113599.0,0.0,0.0,44250.0,0.0,0.0,60730.0,68651.0,69421.0,87848.0,2020
9,306997.0,138465.0,270322.0,0.0,0.0,42918.0,0.0,0.0,59884.0,71145.0,107671.0,131189.0,2020
10,317838.0,294701.0,249940.0,0.0,0.0,44161.0,0.0,0.0,59445.0,31951.0,104249.0,119891.0,2020
11,223749.0,297584.0,234614.0,0.0,0.0,45624.0,0.0,0.0,62063.0,24103.0,102795.0,133317.0,2020
12,147816.0,298180.0,219620.0,0.0,0.0,31641.0,0.0,0.0,54149.0,71867.0,0.0,112511.0,2020
13,198366.0,296379.0,189923.0,0.0,0.0,38628.0,40008.0,0.0,43629.0,69507.0,92036.0,69863.0,2020
14,277941.0,318609.0,113838.0,0.0,0.0,31026.0,43281.0,0.0,67847.0,68679.0,0.0,134199.0,2020
15,312253.0,224585.0,36182.0,0.0,0.0,54257.0,45746.0,0.0,63766.0,70034.0,0.0,134334.0,2020
16,308733.0,119186.0,54388.0,0.0,0.0,53066.0,44995.0,0.0,59815.0,75589.0,114706.0,125386.0,2020
17,317515.0,292747.0,0.0,0.0,0.0,52803.0,49232.0,0.0,63827.0,69143.0,109311.0,134239.0,2020
18,221693.0,300348.0,0.0,0.0,0.0,51180.0,39818.0,0.0,63513.0,56331.0,110087.0,143336.0,2020
19,146556.0,299569.0,0.0,0.0,0.0,53198.0,30854.0,37129.0,56822.0,87616.0,108114.0,118123.0,2020
20,302261.0,289575.0,0.0,0.0,0.0,47043.0,53640.0,46675.0,47613.0,79058.0,117897.0,98385.0,2020
21,306390.0,309355.0,0.0,0.0,0.0,36139.0,50088.0,34122.0,67821.0,80961.0,98178.0,148563.0,2020
22,307720.0,211869.0,0.0,0.0,0.0,62171.0,50043.0,39069.0,64698.0,82048.0,75874.0,144201.0,2020
23,304519.0,137011.0,0.0,0.0,0.0,60412.0,49052.0,32304.0,64694.0,82751.0,121023.0,155149.0,2020
24,326564.0,285106.0,0.0,0.0,0.0,59776.0,52663.0,57923.0,62479.0,74875.0,114706.0,85040.0,2020
25,194213.0,172108.0,0.0,0.0,0.0,62248.0,43395.0,53764.0,66125.0,59325.0,117034.0,64390.0,2020
26,147478.0,311028.0,0.0,0.0,0.0,50892.0,33835.0,54567.0,59827.0,81593.0,116638.0,96277.0,2020
27,288597.0,296635.0,0.0,0.0,0.0,54184.0,55515.0,53895.0,48705.0,89364.0,125901.0,77951.0,2020
28,303115.0,312294.0,0.0,0.0,0.0,44410.0,53910.0,57245.0,69737.0,91669.0,0.0,133709.0,2020
29,300884.0,225162.0,0.0,0.0,0.0,67821.0,52708.0,49548.0,68225.0,88548.0,0.0,133806.0,2020
30,301804.0,0.0,0.0,0.0,0.0,66599.0,54406.0,37555.0,68289.0,97185.0,0.0,74533.0,2020
31,304799.0,0.0,0.0,0.0,0.0,0.0,40674.0,42330.0,0.0,82928.0,0.0,72465.0,2020
1,55727.0,162254.0,171717.0,0.0,83664.0,130612.0,143091.0,88495.0,115633.0,132155.0,80915.0,186111.0,2021
2,90637.0,155936.0,163126.0,0.0,69526.0,123358.0,144633.0,155585.0,113008.0,109550.0,138456.0,171519.0,2021
3,79520.0,156609.0,165502.0,0.0,125533.0,122155.0,124050.0,152546.0,118216.0,77868.0,150142.0,182982.0,2021
4,141882.0,151267.0,159690.0,0.0,113179.0,132981.0,94260.0,156345.0,93787.0,138074.0,144280.0,160902.0,2021
5,138096.0,161314.0,169229.0,69801.0,114167.0,111942.0,154417.0,156493.0,60500.0,126529.0,154098.0,122681.0,2021
6,141819.0,127569.0,140330.0,65255.0,111038.0,83609.0,145091.0,79753.0,118111.0,130078.0,128521.0,188746.0,2021
7,137511.0,96535.0,105572.0,64751.0,117164.0,135176.0,147490.0,61748.0,116945.0,127141.0,93455.0,170710.0,2021
8,144831.0,163692.0,145161.0,66346.0,98284.0,125860.0,145191.0,36314.0,102025.0,135545.0,158715.0,135936.0,2021
9,117132.0,153920.0,161355.0,41647.0,72222.0,127329.0,151977.0,79882.0,114046.0,110734.0,149282.0,184537.0,2021
10,88872.0,158544.0,160806.0,50311.0,126940.0,125821.0,130127.0,81995.0,124602.0,79548.0,152658.0,193891.0,2021
11,153049.0,163689.0,157103.0,34672.0,116564.0,142867.0,95592.0,85080.0,96074.0,141370.0,152094.0,170623.0,2021
12,147659.0,115796.0,163440.0,96552.0,120443.0,104319.0,157898.0,82574.0,62560.0,129635.0,162324.0,134558.0,2021
13,147327.0,119575.0,134026.0,93409.0,76929.0,83651.0,149488.0,91487.0,121641.0,130252.0,139466.0,192165.0,2021
14,144085.0,114252.0,98584.0,93484.0,126678.0,137379.0,150783.0,71000.0,112951.0,130528.0,103992.0,183734.0,2021
15,150548.0,168945.0,161333.0,94208.0,106548.0,133732.0,150791.0,41289.0,113890.0,143804.0,166764.0,189817.0,2021
16,125514.0,161598.0,154009.0,100004.0,80727.0,135213.0,159856.0,90580.0,115624.0,123266.0,162509.0,191485.0,2021
17,94063.0,160349.0,150273.0,80918.0,137328.0,129517.0,133239.0,88338.0,123044.0,88481.0,162218.0,200647.0,2021
18,157855.0,156500.0,143817.0,57760.0,125105.0,138787.0,98970.0,88224.0,100799.0,150141.0,159756.0,186595.0,2021
19,148213.0,164360.0,151926.0,110270.0,124624.0,118038.0,165523.0,83674.0,67268.0,140222.0,171322.0,137425.0,2021
20,146118.0,133720.0,120230.0,100985.0,121447.0,86381.0,102561.0,99355.0,129136.0,138742.0,149281.0,211014.0,2021
21,143321.0,99817.0,86298.0,99454.0,128900.0,135673.0,143391.0,74604.0,120620.0,136030.0,111903.0,202685.0,2021
22,154651.0,162095.0,139186.0,96381.0,108717.0,131745.0,141850.0,53588.0,120491.0,144176.0,174357.0,204497.0,2021
23,125047.0,157627.0,125810.0,104400.0,79442.0,130947.0,149247.0,115217.0,117321.0,121785.0,161951.0,223739.0,2021
24,92467.0,163845.0,122264.0,85340.0,135309.0,126180.0,85309.0,108610.0,126325.0,84158.0,165948.0,173411.0,2021
25,158335.0,108113.0,121367.0,61356.0,127794.0,136984.0,74440.0,110878.0,109032.0,146056.0,166426.0,141567.0,2021
26,149476.0,172665.0,127202.0,112783.0,124033.0,116743.0,156617.0,108890.0,73403.0,140269.0,176940.0,159042.0,2021
27,152202.0,138562.0,100003.0,103572.0,122455.0,84018.0,153692.0,115731.0,132552.0,143152.0,156744.0,209247.0,2021
28,148471.0,106157.0,67730.0,104032.0,131996.0,138164.0,146032.0,95061.0,124145.0,139957.0,111330.0,199922.0,2021
29,159119.0,0.0,58259.0,100759.0,113822.0,131007.0,141707.0,59176.0,123563.0,153292.0,185300.0,208235.0,2021
30,130863.0,0.0,0.0,117842.0,85575.0,135936.0,165358.0,71265.0,122571.0,133253.0,127823.0,156846.0,2021
31,98824.0,0.0,0.0,0.0,135610.0,0.0,135296.0,122934.0,0.0,96320.0,0.0,132937.0,2021
1,98208.0,127955.0,228532.0,309225.0,211855.0,362400.0,333761.0,321445.0,312728.0,277875.0,168476.0,341694.0,2022
2,136655.0,196521.0,230615.0,263756.0,325884.0,357925.0,263955.0,315161.0,319435.0,207786.0,280394.0,340137.0,2022
3,179792.0,186210.0,222331.0,206934.0,223345.0,368565.0,196943.0,317768.0,239091.0,320530.0,328845.0,291465.0,2022
4,160906.0,196951.0,236001.0,315281.0,345268.0,310896.0,321978.0,307961.0,185877.0,302196.0,328808.0,220567.0,2022
5,153183.0,164360.0,198203.0,296500.0,325910.0,243117.0,317351.0,316420.0,318368.0,328443.0,258971.0,336754.0,2022
6,143637.0,119670.0,149134.0,320844.0,339764.0,370276.0,320088.0,254513.0,321913.0,319630.0,197377.0,338071.0,2022
7,144565.0,203531.0,241571.0,314602.0,344020.0,370109.0,308905.0,188293.0,324543.0,332668.0,325296.0,355580.0,2022
8,114174.0,195039.0,234068.0,335993.0,201043.0,371227.0,336873.0,315910.0,318337.0,266104.0,328839.0,237999.0,2022
9,78471.0,195637.0,233845.0,245083.0,201182.0,365170.0,242609.0,314354.0,329855.0,198983.0,326410.0,357294.0,2022
10,146248.0,193406.0,233131.0,207736.0,325146.0,381814.0,195205.0,321534.0,251130.0,326245.0,327652.0,292633.0,2022
11,137843.0,207486.0,245219.0,319120.0,333679.0,317671.0,325717.0,315860.0,193388.0,327553.0,333973.0,231032.0,2022
12,136708.0,176934.0,203289.0,310871.0,326621.0,242248.0,315780.0,326555.0,327111.0,328504.0,272839.0,343551.0,2022
13,133451.0,135754.0,149823.0,0.0,345411.0,374412.0,313506.0,261723.0,322103.0,319628.0,203967.0,343013.0,2022
14,143592.0,221767.0,247745.0,0.0,278703.0,374264.0,310253.0,196314.0,322552.0,338764.0,325292.0,353426.0,2022
15,124752.0,212849.0,243845.0,0.0,210297.0,381632.0,325689.0,327014.0,324494.0,277914.0,333363.0,357026.0,2022
16,88699.0,213245.0,249222.0,0.0,340529.0,379814.0,269640.0,330135.0,336902.0,205722.0,340695.0,371388.0,2022
17,152646.0,206816.0,243007.0,0.0,338008.0,389036.0,198029.0,325555.0,276400.0,328242.0,333486.0,310237.0,2022
18,147011.0,219837.0,255425.0,295392.0,343664.0,326076.0,322784.0,322317.0,200031.0,327472.0,348908.0,258309.0,2022
19,149600.0,184887.0,214363.0,304277.0,338575.0,250990.0,316102.0,314703.0,317754.0,329372.0,278741.0,355690.0,2022
20,149937.0,138110.0,187674.0,312493.0,351592.0,383237.0,319509.0,267052.0,317357.0,323754.0,214652.0,353772.0,2022
21,162824.0,223975.0,254322.0,305708.0,288768.0,385157.0,304774.0,199189.0,329363.0,340395.0,328223.0,348934.0,2022
22,136673.0,210652.0,245244.0,313952.0,223819.0,381863.0,321291.0,313785.0,317601.0,267856.0,334313.0,339701.0,2022
23,95434.0,214949.0,247656.0,273619.0,347133.0,373042.0,259565.0,296550.0,334243.0,198540.0,336102.0,339241.0,2022
24,172581.0,228203.0,243436.0,197563.0,348927.0,385439.0,190802.0,266805.0,266337.0,322028.0,328710.0,204997.0,2022
25,168602.0,166157.0,258989.0,310464.0,353147.0,339165.0,300557.0,319019.0,144285.0,325060.0,340676.0,204051.0,2022
26,169531.0,180096.0,216584.0,313512.0,353553.0,258957.0,317348.0,327864.0,203006.0,328248.0,282935.0,233916.0,2022
27,167232.0,140210.0,163537.0,315997.0,366994.0,383680.0,284143.0,261684.0,337442.0,328820.0,211388.0,316974.0,2022
28,179399.0,237594.0,281507.0,318132.0,295682.0,380094.0,308378.0,184227.0,327863.0,350435.0,332772.0,304761.0,2022
29,151637.0,0.0,285091.0,331419.0,246568.0,383179.0,320984.0,197315.0,317385.0,197992.0,347478.0,299824.0,2022
30,107248.0,0.0,293290.0,279655.0,363571.0,363729.0,252297.0,334295.0,339546.0,168929.0,240162.0,166597.0,2022
31,192078.0,0.0,294621.0,0.0,359136.0,0.0,195554.0,318670.0,0.0,181263.0,0.0,154011.0,2022
1,162027.0,400182.0,404498.0,307957.0,224848.0,377340.0,302685.0,397582.0,368578.0,255428.0,199185.0,436706.0,2023
2,224163.0,384276.0,389146.0,224428.0,396268.0,388643.0,228652.0,406040.0,299817.0,419450.0,230637.0,352213.0,2023
3,337499.0,402741.0,402293.0,376037.0,389082.0,308446.0,392311.0,393006.0,216751.0,418251.0,365501.0,268542.0,2023
4,358415.0,318428.0,314633.0,370793.0,375550.0,227855.0,392230.0,416874.0,387702.0,426842.0,287985.0,421221.0,2023
