Day,Year,Month_Name,Ridership,Date_Str,Date,Month,DayOfWeek,YearMonth
12,2010,October,482545.0,2010-October-12,2010-10-12,10,Tuesday,2010-10
13,2010,October,473135.0,2010-October-13,2010-10-13,10,Wednesday,2010-10
14,2010,October,466843.0,2010-October-14,2010-10-14,10,Thursday,2010-10
15,2010,October,552509.0,2010-October-15,2010-10-15,10,Friday,2010-10
16,2010,October,382788.0,2010-October-16,2010-10-16,10,Saturday,2010-10
17,2010,October,257494.0,2010-October-17,2010-10-17,10,Sunday,2010-10
18,2010,October,470207.0,2010-October-18,2010-10-18,10,Monday,2010-10
19,2010,October,401063.0,2010-October-19,2010-10-19,10,Tuesday,2010-10
20,2010,October,494015.0,2010-October-20,2010-10-20,10,Wednesday,2010-10
21,2010,October,494723.0,2010-October-21,2010-10-21,10,Thursday,2010-10
22,2010,October,514087.0,2010-October-22,2010-10-22,10,Friday,2010-10
23,2010,October,365001.0,2010-October-23,2010-10-23,10,Saturday,2010-10
24,2010,October,238293.0,2010-October-24,2010-10-24,10,Sunday,2010-10
25,2010,October,239041.0,2010-October-25,2010-10-25,10,Monday,2010-10
26,2010,October,511366.0,2010-October-26,2010-10-26,10,Tuesday,2010-10
27,2010,October,500292.0,2010-October-27,2010-10-27,10,Wednesday,2010-10
28,2010,October,504978.0,2010-October-28,2010-10-28,10,Thursday,2010-10
29,2010,October,526558.0,2010-October-29,2010-10-29,10,Friday,2010-10
30,2010,October,355098.0,2010-October-30,2010-10-30,10,Saturday,2010-10
31,2010,October,238351.0,2010-October-31,2010-10-31,10,Sunday,2010-10
1,2011,October,172161.0,2011-October-1,2011-10-01,10,Saturday,2011-10
2,2011,October,245621.0,2011-October-2,2011-10-02,10,Sunday,2011-10
3,2011,October,505749.0,2011-October-3,2011-10-03,10,Monday,2011-10
4,2011,October,504849.0,2011-October-4,2011-10-04,10,Tuesday,2011-10
5,2011,October,521782.0,2011-October-5,2011-10-05,10,Wednesday,2011-10
6,2011,October,501171.0,2011-October-6,2011-10-06,10,Thursday,2011-10
7,2011,October,533769.0,2011-October-7,2011-10-07,10,Friday,2011-10
8,2011,October,375306.0,2011-October-8,2011-10-08,10,Saturday,2011-10
9,2011,October,245853.0,2011-October-9,2011-10-09,10,Sunday,2011-10
10,2011,October,517316.0,2011-October-10,2011-10-10,10,Monday,2011-10
11,2011,October,509013.0,2011-October-11,2011-10-11,10,Tuesday,2011-10
12,2011,October,526015.0,2011-October-12,2011-10-12,10,Wednesday,2011-10
13,2011,October,463340.0,2011-October-13,2011-10-13,10,Thursday,2011-10
14,2011,October,577015.0,2011-October-14,2011-10-14,10,Friday,2011-10
15,2011,October,404133.0,2011-October-15,2011-10-15,10,Saturday,2011-10
16,2011,October,283231.0,2011-October-16,2011-10-16,10,Sunday,2011-10
17,2011,October,513886.0,2011-October-17,2011-10-17,10,Monday,2011-10
18,2011,October,497788.0,2011-October-18,2011-10-18,10,Tuesday,2011-10
19,2011,October,532025.0,2011-October-19,2011-10-19,10,Wednesday,2011-10
20,2011,October,501568.0,2011-October-20,2011-10-20,10,Thursday,2011-10
21,2011,October,533470.0,2011-October-21,2011-10-21,10,Friday,2011-10
22,2011,October,382332.0,2011-October-22,2011-10-22,10,Saturday,2011-10
23,2011,October,254293.0,2011-October-23,2011-10-23,10,Sunday,2011-10
24,2011,October,511293.0,2011-October-24,2011-10-24,10,Monday,2011-10
25,2011,October,529724.0,2011-October-25,2011-10-25,10,Tuesday,2011-10
26,2011,October,529326.0,2011-October-26,2011-10-26,10,Wednesday,2011-10
27,2011,October,511710.0,2011-October-27,2011-10-27,10,Thursday,2011-10
28,2011,October,547244.0,2011-October-28,2011-10-28,10,Friday,2011-10
29,2011,October,382795.0,2011-October-29,2011-10-29,10,Saturday,2011-10
30,2011,October,239000.0,2011-October-30,2011-10-30,10,Sunday,2011-10
31,2011,October,247578.0,2011-October-31,2011-10-31,10,Monday,2011-10
1,2012,October,574480.0,2012-October-1,2012-10-01,10,Monday,2012-10
2,2012,October,566311.0,2012-October-2,2012-10-02,10,Tuesday,2012-10
3,2012,October,539891.0,2012-October-3,2012-10-03,10,Wednesday,2012-10
4,2012,October,536182.0,2012-October-4,2012-10-04,10,Thursday,2012-10
5,2012,October,552454.0,2012-October-5,2012-10-05,10,Friday,2012-10
6,2012,October,434470.0,2012-October-6,2012-10-06,10,Saturday,2012-10
7,2012,October,290288.0,2012-October-7,2012-10-07,10,Sunday,2012-10
8,2012,October,560867.0,2012-October-8,2012-10-08,10,Monday,2012-10
9,2012,October,585934.0,2012-October-9,2012-10-09,10,Tuesday,2012-10
10,2012,October,590557.0,2012-October-10,2012-10-10,10,Wednesday,2012-10
11,2012,October,567516.0,2012-October-11,2012-10-11,10,Thursday,2012-10
12,2012,October,587711.0,2012-October-12,2012-10-12,10,Friday,2012-10
13,2012,October,444533.0,2012-October-13,2012-10-13,10,Saturday,2012-10
14,2012,October,290215.0,2012-October-14,2012-10-14,10,Sunday,2012-10
15,2012,October,582546.0,2012-October-15,2012-10-15,10,Monday,2012-10
16,2012,October,573003.0,2012-October-16,2012-10-16,10,Tuesday,2012-10
17,2012,October,590678.0,2012-October-17,2012-10-17,10,Wednesday,2012-10
18,2012,October,565152.0,2012-October-18,2012-10-18,10,Thursday,2012-10
19,2012,October,610082.0,2012-October-19,2012-10-19,10,Friday,2012-10
20,2012,October,451836.0,2012-October-20,2012-10-20,10,Saturday,2012-10
21,2012,October,296478.0,2012-October-21,2012-10-21,10,Sunday,2012-10
22,2012,October,547840.0,2012-October-22,2012-10-22,10,Monday,2012-10
23,2012,October,592645.0,2012-October-23,2012-10-23,10,Tuesday,2012-10
24,2012,October,560786.0,2012-October-24,2012-10-24,10,Wednesday,2012-10
25,2012,October,599807.0,2012-October-25,2012-10-25,10,Thursday,2012-10
26,2012,October,380907.0,2012-October-26,2012-10-26,10,Friday,2012-10
27,2012,October,395592.0,2012-October-27,2012-10-27,10,Saturday,2012-10
28,2012,October,283331.0,2012-October-28,2012-10-28,10,Sunday,2012-10
29,2012,October,576259.0,2012-October-29,2012-10-29,10,Monday,2012-10
30,2012,October,567011.0,2012-October-30,2012-10-30,10,Tuesday,2012-10
31,2012,October,583141.0,2012-October-31,2012-10-31,10,Wednesday,2012-10
1,2013,October,587135.0,2013-October-1,2013-10-01,10,Tuesday,2013-10
2,2013,October,574859.0,2013-October-2,2013-10-02,10,Wednesday,2013-10
3,2013,October,548744.0,2013-October-3,2013-10-03,10,Thursday,2013-10
4,2013,October,615734.0,2013-October-4,2013-10-04,10,Friday,2013-10
5,2013,October,439909.0,2013-October-5,2013-10-05,10,Saturday,2013-10
6,2013,October,290163.0,2013-October-6,2013-10-06,10,Sunday,2013-10
7,2013,October,541997.0,2013-October-7,2013-10-07,10,Monday,2013-10
8,2013,October,574667.0,2013-October-8,2013-10-08,10,Tuesday,2013-10
9,2013,October,569270.0,2013-October-9,2013-10-09,10,Wednesday,2013-10
10,2013,October,589185.0,2013-October-10,2013-10-10,10,Thursday,2013-10
11,2013,October,559726.0,2013-October-11,2013-10-11,10,Friday,2013-10
12,2013,October,360333.0,2013-October-12,2013-10-12,10,Saturday,2013-10
13,2013,October,279143.0,2013-October-13,2013-10-13,10,Sunday,2013-10
14,2013,October,553206.0,2013-October-14,2013-10-14,10,Monday,2013-10
15,2013,October,359325.0,2013-October-15,2013-10-15,10,Tuesday,2013-10
16,2013,October,595874.0,2013-October-16,2013-10-16,10,Wednesday,2013-10
17,2013,October,586145.0,2013-October-17,2013-10-17,10,Thursday,2013-10
18,2013,October,575077.0,2013-October-18,2013-10-18,10,Friday,2013-10
19,2013,October,430808.0,2013-October-19,2013-10-19,10,Saturday,2013-10
20,2013,October,294236.0,2013-October-20,2013-10-20,10,Sunday,2013-10
21,2013,October,568736.0,2013-October-21,2013-10-21,10,Monday,2013-10
22,2013,October,577172.0,2013-October-22,2013-10-22,10,Tuesday,2013-10
23,2013,October,566640.0,2013-October-23,2013-10-23,10,Wednesday,2013-10
24,2013,October,558015.0,2013-October-24,2013-10-24,10,Thursday,2013-10
25,2013,October,621913.0,2013-October-25,2013-10-25,10,Friday,2013-10
26,2013,October,433093.0,2013-October-26,2013-10-26,10,Saturday,2013-10
27,2013,October,286061.0,2013-October-27,2013-10-27,10,Sunday,2013-10
28,2013,October,288121.0,2013-October-28,2013-10-28,10,Monday,2013-10
29,2013,October,573272.0,2013-October-29,2013-10-29,10,Tuesday,2013-10
30,2013,October,546219.0,2013-October-30,2013-10-30,10,Wednesday,2013-10
31,2013,October,546611.0,2013-October-31,2013-10-31,10,Thursday,2013-10
1,2014,October,554740.0,2014-October-1,2014-10-01,10,Wednesday,2014-10
2,2014,October,494203.0,2014-October-2,2014-10-02,10,Thursday,2014-10
3,2014,October,544457.0,2014-October-3,2014-10-03,10,Friday,2014-10
4,2014,October,403175.0,2014-October-4,2014-10-04,10,Saturday,2014-10
5,2014,October,271331.0,2014-October-5,2014-10-05,10,Sunday,2014-10
6,2014,October,296187.0,2014-October-6,2014-10-06,10,Monday,2014-10
7,2014,October,535896.0,2014-October-7,2014-10-07,10,Tuesday,2014-10
8,2014,October,527628.0,2014-October-8,2014-10-08,10,Wednesday,2014-10
9,2014,October,523126.0,2014-October-9,2014-10-09,10,Thursday,2014-10
10,2014,October,531191.0,2014-October-10,2014-10-10,10,Friday,2014-10
11,2014,October,402279.0,2014-October-11,2014-10-11,10,Saturday,2014-10
12,2014,October,248799.0,2014-October-12,2014-10-12,10,Sunday,2014-10
13,2014,October,511230.0,2014-October-13,2014-10-13,10,Monday,2014-10
14,2014,October,519789.0,2014-October-14,2014-10-14,10,Tuesday,2014-10
15,2014,October,528394.0,2014-October-15,2014-10-15,10,Wednesday,2014-10
16,2014,October,520553.0,2014-October-16,2014-10-16,10,Thursday,2014-10
17,2014,October,553069.0,2014-October-17,2014-10-17,10,Friday,2014-10
18,2014,October,405002.0,2014-October-18,2014-10-18,10,Saturday,2014-10
19,2014,October,259980.0,2014-October-19,2014-10-19,10,Sunday,2014-10
20,2014,October,519817.0,2014-October-20,2014-10-20,10,Monday,2014-10
21,2014,October,517666.0,2014-October-21,2014-10-21,10,Tuesday,2014-10
22,2014,October,488552.0,2014-October-22,2014-10-22,10,Wednesday,2014-10
23,2014,October,509286.0,2014-October-23,2014-10-23,10,Thursday,2014-10
24,2014,October,526115.0,2014-October-24,2014-10-24,10,Friday,2014-10
25,2014,October,400038.0,2014-October-25,2014-10-25,10,Saturday,2014-10
26,2014,October,264907.0,2014-October-26,2014-10-26,10,Sunday,2014-10
27,2014,October,517026.0,2014-October-27,2014-10-27,10,Monday,2014-10
28,2014,October,517464.0,2014-October-28,2014-10-28,10,Tuesday,2014-10
29,2014,October,508782.0,2014-October-29,2014-10-29,10,Wednesday,2014-10
30,2014,October,512536.0,2014-October-30,2014-10-30,10,Thursday,2014-10
31,2014,October,510609.0,2014-October-31,2014-10-31,10,Friday,2014-10
1,2015,October,334902.0,2015-October-1,2015-10-01,10,Thursday,2015-10
2,2015,October,325794.0,2015-October-2,2015-10-02,10,Friday,2015-10
3,2015,October,222956.0,2015-October-3,2015-10-03,10,Saturday,2015-10
4,2015,October,156565.0,2015-October-4,2015-10-04,10,Sunday,2015-10
5,2015,October,336339.0,2015-October-5,2015-10-05,10,Monday,2015-10
6,2015,October,350129.0,2015-October-6,2015-10-06,10,Tuesday,2015-10
7,2015,October,360413.0,2015-October-7,2015-10-07,10,Wednesday,2015-10
8,2015,October,348911.0,2015-October-8,2015-10-08,10,Thursday,2015-10
9,2015,October,366835.0,2015-October-9,2015-10-09,10,Friday,2015-10
10,2015,October,268258.0,2015-October-10,2015-10-10,10,Saturday,2015-10
11,2015,October,173455.0,2015-October-11,2015-10-11,10,Sunday,2015-10
12,2015,October,346213.0,2015-October-12,2015-10-12,10,Monday,2015-10
13,2015,October,351762.0,2015-October-13,2015-10-13,10,Tuesday,2015-10
14,2015,October,356730.0,2015-October-14,2015-10-14,10,Wednesday,2015-10
15,2015,October,359310.0,2015-October-15,2015-10-15,10,Thursday,2015-10
16,2015,October,399285.0,2015-October-16,2015-10-16,10,Friday,2015-10
17,2015,October,274358.0,2015-October-17,2015-10-17,10,Saturday,2015-10
18,2015,October,125239.0,2015-October-18,2015-10-18,10,Sunday,2015-10
19,2015,October,305787.0,2015-October-19,2015-10-19,10,Monday,2015-10
20,2015,October,362530.0,2015-October-20,2015-10-20,10,Tuesday,2015-10
21,2015,October,368297.0,2015-October-21,2015-10-21,10,Wednesday,2015-10
22,2015,October,359869.0,2015-October-22,2015-10-22,10,Thursday,2015-10
23,2015,October,386938.0,2015-October-23,2015-10-23,10,Friday,2015-10
24,2015,October,273464.0,2015-October-24,2015-10-24,10,Saturday,2015-10
25,2015,October,186578.0,2015-October-25,2015-10-25,10,Sunday,2015-10
26,2015,October,356021.0,2015-October-26,2015-10-26,10,Monday,2015-10
27,2015,October,372996.0,2015-October-27,2015-10-27,10,Tuesday,2015-10
28,2015,October,370380.0,2015-October-28,2015-10-28,10,Wednesday,2015-10
29,2015,October,370735.0,2015-October-29,2015-10-29,10,Thursday,2015-10
30,2015,October,370527.0,2015-October-30,2015-10-30,10,Friday,2015-10
31,2015,October,243396.0,2015-October-31,2015-10-31,10,Saturday,2015-10
1,2016,October,349421.0,2016-October-1,2016-10-01,10,Saturday,2016-10
2,2016,October,220113.0,2016-October-2,2016-10-02,10,Sunday,2016-10
3,2016,October,445930.0,2016-October-3,2016-10-03,10,Monday,2016-10
4,2016,October,461939.0,2016-October-4,2016-10-04,10,Tuesday,2016-10
5,2016,October,458117.0,2016-October-5,2016-10-05,10,Wednesday,2016-10
6,2016,October,468482.0,2016-October-6,2016-10-06,10,Thursday,2016-10
7,2016,October,483472.0,2016-October-7,2016-10-07,10,Friday,2016-10
8,2016,October,337928.0,2016-October-8,2016-10-08,10,Saturday,2016-10
9,2016,October,211198.0,2016-October-9,2016-10-09,10,Sunday,2016-10
10,2016,October,438462.0,2016-October-10,2016-10-10,10,Monday,2016-10
11,2016,October,460639.0,2016-October-11,2016-10-11,10,Tuesday,2016-10
12,2016,October,459153.0,2016-October-12,2016-10-12,10,Wednesday,2016-10
13,2016,October,453937.0,2016-October-13,2016-10-13,10,Thursday,2016-10
14,2016,October,475814.0,2016-October-14,2016-10-14,10,Friday,2016-10
15,2016,October,362292.0,2016-October-15,2016-10-15,10,Saturday,2016-10
16,2016,October,195067.0,2016-October-16,2016-10-16,10,Sunday,2016-10
17,2016,October,448539.0,2016-October-17,2016-10-17,10,Monday,2016-10
18,2016,October,459283.0,2016-October-18,2016-10-18,10,Tuesday,2016-10
19,2016,October,461554.0,2016-October-19,2016-10-19,10,Wednesday,2016-10
20,2016,October,416088.0,2016-October-20,2016-10-20,10,Thursday,2016-10
21,2016,October,481133.0,2016-October-21,2016-10-21,10,Friday,2016-10
22,2016,October,335893.0,2016-October-22,2016-10-22,10,Saturday,2016-10
23,2016,October,223322.0,2016-October-23,2016-10-23,10,Sunday,2016-10
24,2016,October,459192.0,2016-October-24,2016-10-24,10,Monday,2016-10
25,2016,October,447625.0,2016-October-25,2016-10-25,10,Tuesday,2016-10
26,2016,October,478202.0,2016-October-26,2016-10-26,10,Wednesday,2016-10
27,2016,October,471978.0,2016-October-27,2016-10-27,10,Thursday,2016-10
28,2016,October,501738.0,2016-October-28,2016-10-28,10,Friday,2016-10
29,2016,October,344947.0,2016-October-29,2016-10-29,10,Saturday,2016-10
30,2016,October,206342.0,2016-October-30,2016-10-30,10,Sunday,2016-10
31,2016,October,203723.0,2016-October-31,2016-10-31,10,Monday,2016-10
1,2017,October,220356.0,2017-October-1,2017-10-01,10,Sunday,2017-10
2,2017,October,445302.0,2017-October-2,2017-10-02,10,Monday,2017-10
3,2017,October,471614.0,2017-October-3,2017-10-03,10,Tuesday,2017-10
4,2017,October,458431.0,2017-October-4,2017-10-04,10,Wednesday,2017-10
5,2017,October,453412.0,2017-October-5,2017-10-05,10,Thursday,2017-10
6,2017,October,484426.0,2017-October-6,2017-10-06,10,Friday,2017-10
7,2017,October,332093.0,2017-October-7,2017-10-07,10,Saturday,2017-10
8,2017,October,212333.0,2017-October-8,2017-10-08,10,Sunday,2017-10
9,2017,October,446079.0,2017-October-9,2017-10-09,10,Monday,2017-10
10,2017,October,451128.0,2017-October-10,2017-10-10,10,Tuesday,2017-10
11,2017,October,463378.0,2017-October-11,2017-10-11,10,Wednesday,2017-10
12,2017,October,452212.0,2017-October-12,2017-10-12,10,Thursday,2017-10
13,2017,October,496565.0,2017-October-13,2017-10-13,10,Friday,2017-10
14,2017,October,346798.0,2017-October-14,2017-10-14,10,Saturday,2017-10
15,2017,October,235412.0,2017-October-15,2017-10-15,10,Sunday,2017-10
16,2017,October,370938.0,2017-October-16,2017-10-16,10,Monday,2017-10
17,2017,October,406960.0,2017-October-17,2017-10-17,10,Tuesday,2017-10
18,2017,October,476653.0,2017-October-18,2017-10-18,10,Wednesday,2017-10
19,2017,October,458919.0,2017-October-19,2017-10-19,10,Thursday,2017-10
20,2017,October,486911.0,2017-October-20,2017-10-20,10,Friday,2017-10
21,2017,October,351141.0,2017-October-21,2017-10-21,10,Saturday,2017-10
22,2017,October,226039.0,2017-October-22,2017-10-22,10,Sunday,2017-10
23,2017,October,422489.0,2017-October-23,2017-10-23,10,Monday,2017-10
24,2017,October,461593.0,2017-October-24,2017-10-24,10,Tuesday,2017-10
25,2017,October,470648.0,2017-October-25,2017-10-25,10,Wednesday,2017-10
26,2017,October,458881.0,2017-October-26,2017-10-26,10,Thursday,2017-10
27,2017,October,477885.0,2017-October-27,2017-10-27,10,Friday,2017-10
28,2017,October,346082.0,2017-October-28,2017-10-28,10,Saturday,2017-10
29,2017,October,215818.0,2017-October-29,2017-10-29,10,Sunday,2017-10
30,2017,October,441913.0,2017-October-30,2017-10-30,10,Monday,2017-10
31,2017,October,235169.0,2017-October-31,2017-10-31,10,Tuesday,2017-10
1,2018,October,324616.0,2018-October-1,2018-10-01,10,Monday,2018-10
2,2018,October,336517.0,2018-October-2,2018-10-02,10,Tuesday,2018-10
3,2018,October,331484.0,2018-October-3,2018-10-03,10,Wednesday,2018-10
4,2018,October,328882.0,2018-October-4,2018-10-04,10,Thursday,2018-10
5,2018,October,348685.0,2018-October-5,2018-10-05,10,Friday,2018-10
6,2018,October,249485.0,2018-October-6,2018-10-06,10,Saturday,2018-10
7,2018,October,166756.0,2018-October-7,2018-10-07,10,Sunday,2018-10
8,2018,October,332521.0,2018-October-8,2018-10-08,10,Monday,2018-10
9,2018,October,335308.0,2018-October-9,2018-10-09,10,Tuesday,2018-10
10,2018,October,341801.0,2018-October-10,2018-10-10,10,Wednesday,2018-10
11,2018,October,322867.0,2018-October-11,2018-10-11,10,Thursday,2018-10
12,2018,October,348242.0,2018-October-12,2018-10-12,10,Friday,2018-10
13,2018,October,262340.0,2018-October-13,2018-10-13,10,Saturday,2018-10
14,2018,October,172360.0,2018-October-14,2018-10-14,10,Sunday,2018-10
15,2018,October,324553.0,2018-October-15,2018-10-15,10,Monday,2018-10
16,2018,October,340951.0,2018-October-16,2018-10-16,10,Tuesday,2018-10
17,2018,October,343705.0,2018-October-17,2018-10-17,10,Wednesday,2018-10
18,2018,October,333496.0,2018-October-18,2018-10-18,10,Thursday,2018-10
19,2018,October,353552.0,2018-October-19,2018-10-19,10,Friday,2018-10
20,2018,October,265140.0,2018-October-20,2018-10-20,10,Saturday,2018-10
21,2018,October,176051.0,2018-October-21,2018-10-21,10,Sunday,2018-10
22,2018,October,329981.0,2018-October-22,2018-10-22,10,Monday,2018-10
23,2018,October,335266.0,2018-October-23,2018-10-23,10,Tuesday,2018-10
24,2018,October,339485.0,2018-October-24,2018-10-24,10,Wednesday,2018-10
25,2018,October,340624.0,2018-October-25,2018-10-25,10,Thursday,2018-10
26,2018,October,360942.0,2018-October-26,2018-10-26,10,Friday,2018-10
27,2018,October,260968.0,2018-October-27,2018-10-27,10,Saturday,2018-10
28,2018,October,177581.0,2018-October-28,2018-10-28,10,Sunday,2018-10
29,2018,October,332545.0,2018-October-29,2018-10-29,10,Monday,2018-10
30,2018,October,315067.0,2018-October-30,2018-10-30,10,Tuesday,2018-10
31,2018,October,343210.0,2018-October-31,2018-10-31,10,Wednesday,2018-10
1,2019,October,298967.0,2019-October-1,2019-10-01,10,Tuesday,2019-10
