Day,Year,Month_Name,Ridership,Date_Str,Date,Month,DayOfWeek,YearMonth
13,2012,April,560319.0,2012-April-13,2012-04-13,4,Friday,2012-04
14,2012,April,391872.0,2012-April-14,2012-04-14,4,Saturday,2012-04
15,2012,April,258156.0,2012-April-15,2012-04-15,4,Sunday,2012-04
16,2012,April,539161.0,2012-April-16,2012-04-16,4,Monday,2012-04
17,2012,April,539813.0,2012-April-17,2012-04-17,4,Tuesday,2012-04
18,2012,April,541471.0,2012-April-18,2012-04-18,4,Wednesday,2012-04
19,2012,April,510813.0,2012-April-19,2012-04-19,4,Thursday,2012-04
20,2012,April,527003.0,2012-April-20,2012-04-20,4,Friday,2012-04
21,2012,April,365303.0,2012-April-21,2012-04-21,4,Saturday,2012-04
22,2012,April,254763.0,2012-April-22,2012-04-22,4,Sunday,2012-04
23,2012,April,525940.0,2012-April-23,2012-04-23,4,Monday,2012-04
24,2012,April,525049.0,2012-April-24,2012-04-24,4,Tuesday,2012-04
25,2012,April,542527.0,2012-April-25,2012-04-25,4,Wednesday,2012-04
26,2012,April,546194.0,2012-April-26,2012-04-26,4,Thursday,2012-04
27,2012,April,556855.0,2012-April-27,2012-04-27,4,Friday,2012-04
28,2012,April,384525.0,2012-April-28,2012-04-28,4,Saturday,2012-04
29,2012,April,258750.0,2012-April-29,2012-04-29,4,Sunday,2012-04
30,2012,April,521070.0,2012-April-30,2012-04-30,4,Monday,2012-04
1,2013,April,514938.0,2013-April-1,2013-04-01,4,Monday,2013-04
2,2013,April,540635.0,2013-April-2,2013-04-02,4,Tuesday,2013-04
3,2013,April,555031.0,2013-April-3,2013-04-03,4,Wednesday,2013-04
4,2013,April,515674.0,2013-April-4,2013-04-04,4,Thursday,2013-04
5,2013,April,556033.0,2013-April-5,2013-04-05,4,Friday,2013-04
6,2013,April,392310.0,2013-April-6,2013-04-06,4,Saturday,2013-04
7,2013,April,255954.0,2013-April-7,2013-04-07,4,Sunday,2013-04
8,2013,April,538454.0,2013-April-8,2013-04-08,4,Monday,2013-04
9,2013,April,323697.0,2013-April-9,2013-04-09,4,Tuesday,2013-04
10,2013,April,553620.0,2013-April-10,2013-04-10,4,Wednesday,2013-04
11,2013,April,551152.0,2013-April-11,2013-04-11,4,Thursday,2013-04
12,2013,April,554445.0,2013-April-12,2013-04-12,4,Friday,2013-04
13,2013,April,405982.0,2013-April-13,2013-04-13,4,Saturday,2013-04
14,2013,April,275956.0,2013-April-14,2013-04-14,4,Sunday,2013-04
15,2013,April,557321.0,2013-April-15,2013-04-15,4,Monday,2013-04
16,2013,April,564299.0,2013-April-16,2013-04-16,4,Tuesday,2013-04
17,2013,April,555341.0,2013-April-17,2013-04-17,4,Wednesday,2013-04
18,2013,April,526122.0,2013-April-18,2013-04-18,4,Thursday,2013-04
19,2013,April,556950.0,2013-April-19,2013-04-19,4,Friday,2013-04
20,2013,April,406748.0,2013-April-20,2013-04-20,4,Saturday,2013-04
21,2013,April,255374.0,2013-April-21,2013-04-21,4,Sunday,2013-04
22,2013,April,541733.0,2013-April-22,2013-04-22,4,Monday,2013-04
23,2013,April,543525.0,2013-April-23,2013-04-23,4,Tuesday,2013-04
24,2013,April,544301.0,2013-April-24,2013-04-24,4,Wednesday,2013-04
25,2013,April,527687.0,2013-April-25,2013-04-25,4,Thursday,2013-04
26,2013,April,565509.0,2013-April-26,2013-04-26,4,Friday,2013-04
27,2013,April,393360.0,2013-April-27,2013-04-27,4,Saturday,2013-04
28,2013,April,259903.0,2013-April-28,2013-04-28,4,Sunday,2013-04
29,2013,April,537781.0,2013-April-29,2013-04-29,4,Monday,2013-04
30,2013,April,567780.0,2013-April-30,2013-04-30,4,Tuesday,2013-04
1,2014,April,490259.0,2014-April-1,2014-04-01,4,Tuesday,2014-04
2,2014,April,512304.0,2014-April-2,2014-04-02,4,Wednesday,2014-04
3,2014,April,512129.0,2014-April-3,2014-04-03,4,Thursday,2014-04
4,2014,April,535710.0,2014-April-4,2014-04-04,4,Friday,2014-04
5,2014,April,419908.0,2014-April-5,2014-04-05,4,Saturday,2014-04
6,2014,April,276646.0,2014-April-6,2014-04-06,4,Sunday,2014-04
7,2014,April,512659.0,2014-April-7,2014-04-07,4,Monday,2014-04
8,2014,April,531302.0,2014-April-8,2014-04-08,4,Tuesday,2014-04
9,2014,April,311904.0,2014-April-9,2014-04-09,4,Wednesday,2014-04
10,2014,April,477377.0,2014-April-10,2014-04-10,4,Thursday,2014-04
11,2014,April,494090.0,2014-April-11,2014-04-11,4,Friday,2014-04
12,2014,April,401917.0,2014-April-12,2014-04-12,4,Saturday,2014-04
13,2014,April,249828.0,2014-April-13,2014-04-13,4,Sunday,2014-04
14,2014,April,516615.0,2014-April-14,2014-04-14,4,Monday,2014-04
15,2014,April,465535.0,2014-April-15,2014-04-15,4,Tuesday,2014-04
16,2014,April,536040.0,2014-April-16,2014-04-16,4,Wednesday,2014-04
21,2014,April,504168.0,2014-April-21,2014-04-21,4,Monday,2014-04
22,2014,April,514833.0,2014-April-22,2014-04-22,4,Tuesday,2014-04
23,2014,April,505795.0,2014-April-23,2014-04-23,4,Wednesday,2014-04
24,2014,April,529190.0,2014-April-24,2014-04-24,4,Thursday,2014-04
25,2014,April,543138.0,2014-April-25,2014-04-25,4,Friday,2014-04
26,2014,April,401708.0,2014-April-26,2014-04-26,4,Saturday,2014-04
27,2014,April,255760.0,2014-April-27,2014-04-27,4,Sunday,2014-04
28,2014,April,516692.0,2014-April-28,2014-04-28,4,Monday,2014-04
29,2014,April,508585.0,2014-April-29,2014-04-29,4,Tuesday,2014-04
30,2014,April,529533.0,2014-April-30,2014-04-30,4,Wednesday,2014-04
1,2015,April,351024.99999999994,2015-April-1,2015-04-01,4,Wednesday,2015-04
6,2015,April,380751.0,2015-April-6,2015-04-06,4,Monday,2015-04
7,2015,April,404971.0,2015-April-7,2015-04-07,4,Tuesday,2015-04
8,2015,April,422993.0,2015-April-8,2015-04-08,4,Wednesday,2015-04
9,2015,April,242922.0,2015-April-9,2015-04-09,4,Thursday,2015-04
10,2015,April,416192.0,2015-April-10,2015-04-10,4,Friday,2015-04
11,2015,April,284836.00000000006,2015-April-11,2015-04-11,4,Saturday,2015-04
12,2015,April,178014.99999999997,2015-April-12,2015-04-12,4,Sunday,2015-04
13,2015,April,404758.00000000006,2015-April-13,2015-04-13,4,Monday,2015-04
14,2015,April,412462.0,2015-April-14,2015-04-14,4,Tuesday,2015-04
15,2015,April,423163.0,2015-April-15,2015-04-15,4,Wednesday,2015-04
16,2015,April,402726.0,2015-April-16,2015-04-16,4,Thursday,2015-04
17,2015,April,422300.00000000006,2015-April-17,2015-04-17,4,Friday,2015-04
18,2015,April,292048.00000000006,2015-April-18,2015-04-18,4,Saturday,2015-04
19,2015,April,181127.0,2015-April-19,2015-04-19,4,Sunday,2015-04
20,2015,April,395313.00000000006,2015-April-20,2015-04-20,4,Monday,2015-04
21,2015,April,355635.00000000006,2015-April-21,2015-04-21,4,Tuesday,2015-04
22,2015,April,414155.00000000006,2015-April-22,2015-04-22,4,Wednesday,2015-04
23,2015,April,392661.0,2015-April-23,2015-04-23,4,Thursday,2015-04
24,2015,April,422474.0,2015-April-24,2015-04-24,4,Friday,2015-04
25,2015,April,295545.00000000006,2015-April-25,2015-04-25,4,Saturday,2015-04
26,2015,April,186349.0000000001,2015-April-26,2015-04-26,4,Sunday,2015-04
27,2015,April,398958.00000000006,2015-April-27,2015-04-27,4,Monday,2015-04
28,2015,April,402848.0,2015-April-28,2015-04-28,4,Tuesday,2015-04
29,2015,April,397689.0,2015-April-29,2015-04-29,4,Wednesday,2015-04
30,2015,April,392478.0,2015-April-30,2015-04-30,4,Thursday,2015-04
1,2016,April,398512.0,2016-April-1,2016-04-01,4,Friday,2016-04
2,2016,April,288511.0,2016-April-2,2016-04-02,4,Saturday,2016-04
3,2016,April,183379.0,2016-April-3,2016-04-03,4,Sunday,2016-04
4,2016,April,388328.0,2016-April-4,2016-04-04,4,Monday,2016-04
5,2016,April,394661.0,2016-April-5,2016-04-05,4,Tuesday,2016-04
6,2016,April,400857.0,2016-April-6,2016-04-06,4,Wednesday,2016-04
7,2016,April,388218.0,2016-April-7,2016-04-07,4,Thursday,2016-04
8,2016,April,398057.0,2016-April-8,2016-04-08,4,Friday,2016-04
9,2016,April,237089.0,2016-April-9,2016-04-09,4,Saturday,2016-04
10,2016,April,175943.0,2016-April-10,2016-04-10,4,Sunday,2016-04
11,2016,April,384306.0,2016-April-11,2016-04-11,4,Monday,2016-04
12,2016,April,388821.0,2016-April-12,2016-04-12,4,Tuesday,2016-04
13,2016,April,400078.0,2016-April-13,2016-04-13,4,Wednesday,2016-04
14,2016,April,388969.0,2016-April-14,2016-04-14,4,Thursday,2016-04
15,2016,April,409691.0,2016-April-15,2016-04-15,4,Friday,2016-04
16,2016,April,296564.0,2016-April-16,2016-04-16,4,Saturday,2016-04
17,2016,April,191777.0,2016-April-17,2016-04-17,4,Sunday,2016-04
18,2016,April,391490.0,2016-April-18,2016-04-18,4,Monday,2016-04
19,2016,April,393872.0,2016-April-19,2016-04-19,4,Tuesday,2016-04
20,2016,April,399823.0,2016-April-20,2016-04-20,4,Wednesday,2016-04
21,2016,April,384977.0,2016-April-21,2016-04-21,4,Thursday,2016-04
22,2016,April,404823.0,2016-April-22,2016-04-22,4,Friday,2016-04
23,2016,April,285274.0,2016-April-23,2016-04-23,4,Saturday,2016-04
24,2016,April,179517.0,2016-April-24,2016-04-24,4,Sunday,2016-04
25,2016,April,355396.0,2016-April-25,2016-04-25,4,Monday,2016-04
26,2016,April,386664.0,2016-April-26,2016-04-26,4,Tuesday,2016-04
27,2016,April,391543.0,2016-April-27,2016-04-27,4,Wednesday,2016-04
28,2016,April,383857.0,2016-April-28,2016-04-28,4,Thursday,2016-04
29,2016,April,416818.0,2016-April-29,2016-04-29,4,Friday,2016-04
30,2016,April,296564.0,2016-April-30,2016-04-30,4,Saturday,2016-04
1,2017,April,332832.0,2017-April-1,2017-04-01,4,Saturday,2017-04
2,2017,April,212348.0,2017-April-2,2017-04-02,4,Sunday,2017-04
3,2017,April,466570.0,2017-April-3,2017-04-03,4,Monday,2017-04
4,2017,April,474597.0,2017-April-4,2017-04-04,4,Tuesday,2017-04
5,2017,April,464527.0,2017-April-5,2017-04-05,4,Wednesday,2017-04
6,2017,April,463079.0,2017-April-6,2017-04-06,4,Thursday,2017-04
7,2017,April,486196.0,2017-April-7,2017-04-07,4,Friday,2017-04
8,2017,April,331921.0,2017-April-8,2017-04-08,4,Saturday,2017-04
9,2017,April,200787.0,2017-April-9,2017-04-09,4,Sunday,2017-04
10,2017,April,454702.0,2017-April-10,2017-04-10,4,Monday,2017-04
11,2017,April,438782.0,2017-April-11,2017-04-11,4,Tuesday,2017-04
12,2017,April,438434.0,2017-April-12,2017-04-12,4,Wednesday,2017-04
17,2017,April,421071.0,2017-April-17,2017-04-17,4,Monday,2017-04
18,2017,April,434269.0,2017-April-18,2017-04-18,4,Tuesday,2017-04
19,2017,April,443554.0,2017-April-19,2017-04-19,4,Wednesday,2017-04
20,2017,April,447011.0,2017-April-20,2017-04-20,4,Thursday,2017-04
21,2017,April,468488.0,2017-April-21,2017-04-21,4,Friday,2017-04
22,2017,April,320421.0,2017-April-22,2017-04-22,4,Saturday,2017-04
23,2017,April,200380.0,2017-April-23,2017-04-23,4,Sunday,2017-04
24,2017,April,440843.0,2017-April-24,2017-04-24,4,Monday,2017-04
25,2017,April,458453.0,2017-April-25,2017-04-25,4,Tuesday,2017-04
26,2017,April,477057.0,2017-April-26,2017-04-26,4,Wednesday,2017-04
27,2017,April,470757.0,2017-April-27,2017-04-27,4,Thursday,2017-04
28,2017,April,257014.0,2017-April-28,2017-04-28,4,Friday,2017-04
29,2017,April,289738.0,2017-April-29,2017-04-29,4,Saturday,2017-04
30,2017,April,194336.0,2017-April-30,2017-04-30,4,Sunday,2017-04
2,2018,April,281148.0,2018-April-2,2018-04-02,4,Monday,2018-04
3,2018,April,295179.0,2018-April-3,2018-04-03,4,Tuesday,2018-04
4,2018,April,306807.0,2018-April-4,2018-04-04,4,Wednesday,2018-04
5,2018,April,311649.0,2018-April-5,2018-04-05,4,Thursday,2018-04
6,2018,April,334979.0,2018-April-6,2018-04-06,4,Friday,2018-04
7,2018,April,232037.0,2018-April-7,2018-04-07,4,Saturday,2018-04
8,2018,April,148732.0,2018-April-8,2018-04-08,4,Sunday,2018-04
9,2018,April,166413.0,2018-April-9,2018-04-09,4,Monday,2018-04
10,2018,April,343272.0,2018-April-10,2018-04-10,4,Tuesday,2018-04
11,2018,April,340300.0,2018-April-11,2018-04-11,4,Wednesday,2018-04
12,2018,April,333036.0,2018-April-12,2018-04-12,4,Thursday,2018-04
13,2018,April,349417.0,2018-April-13,2018-04-13,4,Friday,2018-04
14,2018,April,252923.0,2018-April-14,2018-04-14,4,Saturday,2018-04
15,2018,April,166727.0,2018-April-15,2018-04-15,4,Sunday,2018-04
16,2018,April,333203.0,2018-April-16,2018-04-16,4,Monday,2018-04
17,2018,April,333617.0,2018-April-17,2018-04-17,4,Tuesday,2018-04
18,2018,April,330682.0,2018-April-18,2018-04-18,4,Wednesday,2018-04
19,2018,April,322547.0,2018-April-19,2018-04-19,4,Thursday,2018-04
20,2018,April,353067.0,2018-April-20,2018-04-20,4,Friday,2018-04
21,2018,April,244392.0,2018-April-21,2018-04-21,4,Saturday,2018-04
22,2018,April,159914.0,2018-April-22,2018-04-22,4,Sunday,2018-04
23,2018,April,304804.0,2018-April-23,2018-04-23,4,Monday,2018-04
24,2018,April,322022.0,2018-April-24,2018-04-24,4,Tuesday,2018-04
25,2018,April,331258.0,2018-April-25,2018-04-25,4,Wednesday,2018-04
26,2018,April,328821.0,2018-April-26,2018-04-26,4,Thursday,2018-04
27,2018,April,345471.0,2018-April-27,2018-04-27,4,Friday,2018-04
28,2018,April,251069.0,2018-April-28,2018-04-28,4,Saturday,2018-04
29,2018,April,158663.0,2018-April-29,2018-04-29,4,Sunday,2018-04
30,2018,April,321175.0,2018-April-30,2018-04-30,4,Monday,2018-04
1,2019,April,312273.0,2019-April-1,2019-04-01,4,Monday,2019-04
2,2019,April,318687.0,2019-April-2,2019-04-02,4,Tuesday,2019-04
3,2019,April,314793.0,2019-April-3,2019-04-03,4,Wednesday,2019-04
4,2019,April,313836.0,2019-April-4,2019-04-04,4,Thursday,2019-04
5,2019,April,319103.0,2019-April-5,2019-04-05,4,Friday,2019-04
6,2019,April,231289.0,2019-April-6,2019-04-06,4,Saturday,2019-04
7,2019,April,151766.0,2019-April-7,2019-04-07,4,Sunday,2019-04
8,2019,April,308782.0,2019-April-8,2019-04-08,4,Monday,2019-04
9,2019,April,181928.0,2019-April-9,2019-04-09,4,Tuesday,2019-04
10,2019,April,332582.0,2019-April-10,2019-04-10,4,Wednesday,2019-04
11,2019,April,323627.0,2019-April-11,2019-04-11,4,Thursday,2019-04
12,2019,April,331452.0,2019-April-12,2019-04-12,4,Friday,2019-04
13,2019,April,236988.0,2019-April-13,2019-04-13,4,Saturday,2019-04
14,2019,April,150578.0,2019-April-14,2019-04-14,4,Sunday,2019-04
22,2019,April,204573.0,2019-April-22,2019-04-22,4,Monday,2019-04
23,2019,April,251140.0,2019-April-23,2019-04-23,4,Tuesday,2019-04
24,2019,April,306386.0,2019-April-24,2019-04-24,4,Wednesday,2019-04
25,2019,April,302949.0,2019-April-25,2019-04-25,4,Thursday,2019-04
26,2019,April,312989.0,2019-April-26,2019-04-26,4,Friday,2019-04
27,2019,April,226229.0,2019-April-27,2019-04-27,4,Saturday,2019-04
28,2019,April,148353.0,2019-April-28,2019-04-28,4,Sunday,2019-04
29,2019,April,302530.0,2019-April-29,2019-04-29,4,Monday,2019-04
30,2019,April,324140.0,2019-April-30,2019-04-30,4,Tuesday,2019-04
5,2021,April,69801.0,2021-April-5,2021-04-05,4,Monday,2021-04
6,2021,April,65255.0,2021-April-6,2021-04-06,4,Tuesday,2021-04
7,2021,April,64751.0,2021-April-7,2021-04-07,4,Wednesday,2021-04
8,2021,April,66346.0,2021-April-8,2021-04-08,4,Thursday,2021-04
9,2021,April,41647.0,2021-April-9,2021-04-09,4,Friday,2021-04
10,2021,April,50311.0,2021-April-10,2021-04-10,4,Saturday,2021-04
11,2021,April,34672.0,2021-April-11,2021-04-11,4,Sunday,2021-04
12,2021,April,96552.0,2021-April-12,2021-04-12,4,Monday,2021-04
13,2021,April,93409.0,2021-April-13,2021-04-13,4,Tuesday,2021-04
14,2021,April,93484.0,2021-April-14,2021-04-14,4,Wednesday,2021-04
15,2021,April,94208.0,2021-April-15,2021-04-15,4,Thursday,2021-04
16,2021,April,100004.0,2021-April-16,2021-04-16,4,Friday,2021-04
17,2021,April,80918.0,2021-April-17,2021-04-17,4,Saturday,2021-04
18,2021,April,57760.0,2021-April-18,2021-04-18,4,Sunday,2021-04
19,2021,April,110270.0,2021-April-19,2021-04-19,4,Monday,2021-04
20,2021,April,100985.0,2021-April-20,2021-04-20,4,Tuesday,2021-04
21,2021,April,99454.0,2021-April-21,2021-04-21,4,Wednesday,2021-04
22,2021,April,96381.0,2021-April-22,2021-04-22,4,Thursday,2021-04
23,2021,April,104400.0,2021-April-23,2021-04-23,4,Friday,2021-04
24,2021,April,85340.0,2021-April-24,2021-04-24,4,Saturday,2021-04
25,2021,April,61356.0,2021-April-25,2021-04-25,4,Sunday,2021-04
26,2021,April,112783.0,2021-April-26,2021-04-26,4,Monday,2021-04
27,2021,April,103572.0,2021-April-27,2021-04-27,4,Tuesday,2021-04
28,2021,April,104032.0,2021-April-28,2021-04-28,4,Wednesday,2021-04
29,2021,April,100759.0,2021-April-29,2021-04-29,4,Thursday,2021-04
30,2021,April,117842.0,2021-April-30,2021-04-30,4,Friday,2021-04
1,2022,April,309225.0,2022-April-1,2022-04-01,4,Friday,2022-04
2,2022,April,263756.0,2022-April-2,2022-04-02,4,Saturday,2022-04
3,2022,April,206934.0,2022-April-3,2022-04-03,4,Sunday,2022-04
4,2022,April,315281.0,2022-April-4,2022-04-04,4,Monday,2022-04
5,2022,April,296500.0,2022-April-5,2022-04-05,4,Tuesday,2022-04
6,2022,April,320844.0,2022-April-6,2022-04-06,4,Wednesday,2022-04
7,2022,April,314602.0,2022-April-7,2022-04-07,4,Thursday,2022-04
8,2022,April,335993.0,2022-April-8,2022-04-08,4,Friday,2022-04
9,2022,April,245083.0,2022-April-9,2022-04-09,4,Saturday,2022-04
10,2022,April,207736.0,2022-April-10,2022-04-10,4,Sunday,2022-04
11,2022,April,319120.0,2022-April-11,2022-04-11,4,Monday,2022-04
12,2022,April,310871.0,2022-April-12,2022-04-12,4,Tuesday,2022-04
18,2022,April,295392.0,2022-April-18,2022-04-18,4,Monday,2022-04
19,2022,April,304277.0,2022-April-19,2022-04-19,4,Tuesday,2022-04
20,2022,April,312493.0,2022-April-20,2022-04-20,4,Wednesday,2022-04
21,2022,April,305708.0,2022-April-21,2022-04-21,4,Thursday,2022-04
22,2022,April,313952.0,2022-April-22,2022-04-22,4,Friday,2022-04
23,2022,April,273619.0,2022-April-23,2022-04-23,4,Saturday,2022-04
24,2022,April,197563.0,2022-April-24,2022-04-24,4,Sunday,2022-04
25,2022,April,310464.0,2022-April-25,2022-04-25,4,Monday,2022-04
26,2022,April,313512.0,2022-April-26,2022-04-26,4,Tuesday,2022-04
27,2022,April,315997.0,2022-April-27,2022-04-27,4,Wednesday,2022-04
28,2022,April,318132.0,2022-April-28,2022-04-28,4,Thursday,2022-04
29,2022,April,331419.0,2022-April-29,2022-04-29,4,Friday,2022-04
30,2022,April,279655.0,2022-April-30,2022-04-30,4,Saturday,2022-04
1,2023,April,307957.0,2023-April-1,2023-04-01,4,Saturday,2023-04
2,2023,April,224428.0,2023-April-2,2023-04-02,4,Sunday,2023-04
3,2023,April,376037.0,2023-April-3,2023-04-03,4,Monday,2023-04
4,2023,April,370793.0,2023-April-4,2023-04-04,4,Tuesday,2023-04
5,2023,April,372955.0,2023-April-5,2023-04-05,4,Wednesday,2023-04
10,2023,April,209147.0,2023-April-10,2023-04-10,4,Monday,2023-04
11,2023,April,392375.0,2023-April-11,2023-04-11,4,Tuesday,2023-04
12,2023,April,370040.0,2023-April-12,2023-04-12,4,Wednesday,2023-04
13,2023,April,371752.0,2023-April-13,2023-04-13,4,Thursday,2023-04
14,2023,April,382532.0,2023-April-14,2023-04-14,4,Friday,2023-04
15,2023,April,303293.0,2023-April-15,2023-04-15,4,Saturday,2023-04
16,2023,April,230227.0,2023-April-16,2023-04-16,4,Sunday,2023-04
17,2023,April,391021.0,2023-April-17,2023-04-17,4,Monday,2023-04
18,2023,April,393621.0,2023-April-18,2023-04-18,4,Tuesday,2023-04
19,2023,April,397402.0,2023-April-19,2023-04-19,4,Wednesday,2023-04
20,2023,April,410554.0,2023-April-20,2023-04-20,4,Thursday,2023-04
21,2023,April,265270.0,2023-April-21,2023-04-21,4,Friday,2023-04
22,2023,April,271056.0,2023-April-22,2023-04-22,4,Saturday,2023-04
23,2023,April,216992.0,2023-April-23,2023-04-23,4,Sunday,2023-04
24,2023,April,383049.0,2023-April-24,2023-04-24,4,Monday,2023-04
25,2023,April,386820.0,2023-April-25,2023-04-25,4,Tuesday,2023-04
26,2023,April,389860.0,2023-April-26,2023-04-26,4,Wednesday,2023-04
27,2023,April,381100.0,2023-April-27,2023-04-27,4,Thursday,2023-04
28,2023,April,395655.0,2023-April-28,2023-04-28,4,Friday,2023-04
29,2023,April,307409.0,2023-April-29,2023-04-29,4,Saturday,2023-04
30,2023,April,221951.0,2023-April-30,2023-04-30,4,Sunday,2023-04
1,2024,April,397159.0,2024-April-1,2024-04-01,4,Monday,2024-04
2,2024,April,414035.0,2024-April-2,2024-04-02,4,Tuesday,2024-04
3,2024,April,415558.0,2024-April-3,2024-04-03,4,Wednesday,2024-04
4,2024,April,407794.0,2024-April-4,2024-04-04,4,Thursday,2024-04
5,2024,April,414604.0,2024-April-5,2024-04-05,4,Friday,2024-04
6,2024,April,305560.0,2024-April-6,2024-04-06,4,Saturday,2024-04
7,2024,April,216558.0,2024-April-7,2024-04-07,4,Sunday,2024-04
8,2024,April,398642.0,2024-April-8,2024-04-08,4,Monday,2024-04
9,2024,April,245225.0,2024-April-9,2024-04-09,4,Tuesday,2024-04
10,2024,April,240603.0,2024-April-10,2024-04-10,4,Wednesday,2024-04
11,2024,April,432622.0,2024-April-11,2024-04-11,4,Thursday,2024-04
12,2024,April,423277.0,2024-April-12,2024-04-12,4,Friday,2024-04
13,2024,April,314085.0,2024-April-13,2024-04-13,4,Saturday,2024-04
14,2024,April,226823.0,2024-April-14,2024-04-14,4,Sunday,2024-04
15,2024,April,405082.0,2024-April-15,2024-04-15,4,Monday,2024-04
16,2024,April,418337.0,2024-April-16,2024-04-16,4,Tuesday,2024-04
17,2024,April,427297.0,2024-April-17,2024-04-17,4,Wednesday,2024-04
18,2024,April,422151.0,2024-April-18,2024-04-18,4,Thursday,2024-04
19,2024,April,423812.0,2024-April-19,2024-04-19,4,Friday,2024-04
20,2024,April,313272.0,2024-April-20,2024-04-20,4,Saturday,2024-04
21,2024,April,227049.0,2024-April-21,2024-04-21,4,Sunday,2024-04
22,2024,April,412073.0,2024-April-22,2024-04-22,4,Monday,2024-04
23,2024,April,416496.0,2024-April-23,2024-04-23,4,Tuesday,2024-04
24,2024,April,411305.0,2024-April-24,2024-04-24,4,Wednesday,2024-04
25,2024,April,400438.0,2024-April-25,2024-04-25,4,Thursday,2024-04
26,2024,April,407638.0,2024-April-26,2024-04-26,4,Friday,2024-04
27,2024,April,309445.0,2024-April-27,2024-04-27,4,Saturday,2024-04
28,2024,April,221033.0,2024-April-28,2024-04-28,4,Sunday,2024-04
29,2024,April,394841.0,2024-April-29,2024-04-29,4,Monday,2024-04
30,2024,April,418854.0,2024-April-30,2024-04-30,4,Tuesday,2024-04
1,2000,May,27649.0,2000-May-1,2000-05-01,5,Monday,2000-05
2,2000,May,58001.0,2000-May-2,2000-05-02,5,Tuesday,2000-05
3,2000,May,64948.0,2000-May-3,2000-05-03,5,Wednesday,2000-05
4,2000,May,84225.0,2000-May-4,2000-05-04,5,Thursday,2000-05
5,2000,May,67223.0,2000-May-5,2000-05-05,5,Friday,2000-05
6,2000,May,37272.0,2000-May-6,2000-05-06,5,Saturday,2000-05
7,2000,May,19570.0,2000-May-7,2000-05-07,5,Sunday,2000-05
8,2000,May,60286.0,2000-May-8,2000-05-08,5,Monday,2000-05
9,2000,May,63146.0,2000-May-9,2000-05-09,5,Tuesday,2000-05
10,2000,May,62463.0,2000-May-10,2000-05-10,5,Wednesday,2000-05
11,2000,May,60208.0,2000-May-11,2000-05-11,5,Thursday,2000-05
12,2000,May,65329.0,2000-May-12,2000-05-12,5,Friday,2000-05
13,2000,May,37352.0,2000-May-13,2000-05-13,5,Saturday,2000-05
14,2000,May,21058.0,2000-May-14,2000-05-14,5,Sunday,2000-05
15,2000,May,60391.0,2000-May-15,2000-05-15,5,Monday,2000-05
16,2000,May,62520.0,2000-May-16,2000-05-16,5,Tuesday,2000-05
17,2000,May,67681.0,2000-May-17,2000-05-17,5,Wednesday,2000-05
18,2000,May,64715.0,2000-May-18,2000-05-18,5,Thursday,2000-05
19,2000,May,64550.0,2000-May-19,2000-05-19,5,Friday,2000-05
20,2000,May,41118.0,2000-May-20,2000-05-20,5,Saturday,2000-05
21,2000,May,21604.0,2000-May-21,2000-05-21,5,Sunday,2000-05
22,2000,May,64188.0,2000-May-22,2000-05-22,5,Monday,2000-05
23,2000,May,60795.0,2000-May-23,2000-05-23,5,Tuesday,2000-05
24,2000,May,62508.0,2000-May-24,2000-05-24,5,Wednesday,2000-05
25,2000,May,66328.0,2000-May-25,2000-05-25,5,Thursday,2000-05
26,2000,May,64948.0,2000-May-26,2000-05-26,5,Friday,2000-05
27,2000,May,37132.0,2000-May-27,2000-05-27,5,Saturday,2000-05
28,2000,May,18786.0,2000-May-28,2000-05-28,5,Sunday,2000-05
29,2000,May,62066.0,2000-May-29,2000-05-29,5,Monday,2000-05
30,2000,May,61827.0,2000-May-30,2000-05-30,5,Tuesday,2000-05
31,2000,May,65813.0,2000-May-31,2000-05-31,5,Wednesday,2000-05
1,2001,May,150228.0,2001-May-1,2001-05-01,5,Tuesday,2001-05
2,2001,May,283417.0,2001-May-2,2001-05-02,5,Wednesday,2001-05
3,2001,May,259138.0,2001-May-3,2001-05-03,5,Thursday,2001-05
4,2001,May,277272.0,2001-May-4,2001-05-04,5,Friday,2001-05
5,2001,May,197894.0,2001-May-5,2001-05-05,5,Saturday,2001-05
6,2001,May,123682.0,2001-May-6,2001-05-06,5,Sunday,2001-05
7,2001,May,236939.0,2001-May-7,2001-05-07,5,Monday,2001-05
8,2001,May,258363.0,2001-May-8,2001-05-08,5,Tuesday,2001-05
9,2001,May,259537.0,2001-May-9,2001-05-09,5,Wednesday,2001-05
10,2001,May,254049.0,2001-May-10,2001-05-10,5,Thursday,2001-05
11,2001,May,270545.0,2001-May-11,2001-05-11,5,Friday,2001-05
12,2001,May,180225.0,2001-May-12,2001-05-12,5,Saturday,2001-05
13,2001,May,112805.0,2001-May-13,2001-05-13,5,Sunday,2001-05
14,2001,May,87215.0,2001-May-14,2001-05-14,5,Monday,2001-05
15,2001,May,250888.0,2001-May-15,2001-05-15,5,Tuesday,2001-05
16,2001,May,274376.0,2001-May-16,2001-05-16,5,Wednesday,2001-05
17,2001,May,225245.0,2001-May-17,2001-05-17,5,Thursday,2001-05
18,2001,May,299530.0,2001-May-18,2001-05-18,5,Friday,2001-05
19,2001,May,194341.0,2001-May-19,2001-05-19,5,Saturday,2001-05
20,2001,May,124084.0,2001-May-20,2001-05-20,5,Sunday,2001-05
